subcriterion_id,criterion_id,area_id,criterion_type,sharpens,text,source_document
SSO-05.05B,SSO-05,SSO,basic,,"Identified deviations are subjected to analysis, evaluation and treatment in accordance with the risk assessment of service organisations (cf. SSO-02).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-05.06B,SSO-05,SSO,basic,,"If a service organisation contributing to the provision of the cloud service undergoes a change that has a significant adverse effect on the cloud service provider’s level of security, the cloud service provider communicates this to all of its cloud service customers without undue delay.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-05.07B,SSO-05,SSO,basic,,"The cloud service provider establishes and documents a procedure to regularly review non-disclosure or confidentiality requirements for all service organisations involved in providing the cloud service. This procedure is implemented in practice, and the review is conducted at least once per year.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-05.01AC,SSO-05,SSO,additional_complementing,,"The procedures for monitoring compliance with the requirements are supplemented by automatic procedures relating to the following aspects: 1. Configuration of system components; 2. Performance and availability of system components; Basic Criteria, Additional Criteria, Supplementary Information 3. Response time to incidents and security incidents; and 4. Recovery time (time until completion of error handling).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-05.02AC,SSO-05,SSO,additional_complementing,,Identified violations and discrepancies are automatically reported to the responsible personnel or system components of the cloud service provider for prompt assessment and action.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-05.03AC,SSO-05,SSO,additional_complementing,,The cloud service provider defines and implements a process for conducting periodic security assessments for all service organisations. The nature and scope of these security assessments correspond to the risk associated with each service organisation. These risk-based security assessments ensure that service organisations meet the required security standards and that any potential risks are identified and mitigated appropriately.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-06.01B,SSO-06,SSO,basic,,"The cloud service provider has defined and documented contract termination or exit strategies for the purchase of services where the risk assessment of the service organisations regarding the scope, complexity and uniqueness of the service provided resulted in a very high dependency (cf. Supplementary Information).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-06.02B,SSO-06,SSO,basic,,"Exit strategies are aligned with operational continuity plans and include the following aspects: 1. Analysis of the potential costs, impacts, resources and timing of the transition of a purchased service to an alternative service organisation; 2. Definition and allocation of roles, responsibilities and sufficient resources to perform the activities for a transition; 3. Definition of success criteria for the transition; and 4. Definition of indicators for monitoring the performance of services, which should initiate the withdrawal from the service if the results are unacceptable.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-07.01B,SSO-07,SSO,basic,,"The cloud service provider designs, implements and maintains controls to ensure transparency within its service organisations with respect to the following aspects: 1. Data flow and interfaces between the cloud service provider and service organisations used by the cloud service provider are documented, including measures regarding the secure transmission and access control for data shared with service organisations; and 2. Cloud service customers are informed of service organisations used by the cloud service provider for development and operation of the cloud service and what type of data these service organisations and their subcontractors are processing. Cloud service customers are informed which of the service organisations themselves use subcontractors to process cloud service customer data.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-07.02B,SSO-07,SSO,basic,,"The cloud service provider documents this information and reviews its completeness, accuracy and validity at least annually.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-07.01AS,SSO-07,SSO,additional_sharpening,SSO-07.01B,"The cloud service provider designs, implements and maintains controls to ensure transparency within its service organisations with respect to the following aspects: 1. Data flow and interfaces between the cloud service provider and service organisations used by the cloud service provider are documented, including measures regarding the secure transmission and access control for data shared with service organisations; and 2. Cloud service customers are informed of service organisations and their subcontractors used by the cloud service provider for development and operation of the cloud service and what type of data these service organisations and their subcontractors are processing. Cloud service customers are informed which of the service organisations themselves use subcontractors to process cloud service customer data.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-08.01B,SSO-08,SSO,basic,,"When functional components used for the provision of the cloud service may directly or indirectly access cloud service customer data, the cloud service provider defines and implements a policy according to SP-01 that does not allow a direct exchange between such components and their suppliers.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-08.02B,SSO-08,SSO,basic,,"In addition, procedures are defined and implemented according to SP-01 that require the cloud service provider to authorise any content provided by a supplier for its functional components or to be sent from a functional component to its supplier. The authorisation takes place before the content is transferred and for each transfer.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SSO-08.03B,SSO-08,SSO,basic,,"When a procedure for authorising content before its transfer is automated, the cloud service provider implements it using a solution that maintains traces of: 1. The operations that are proposed by the functional component’s supplier; 2. The verification that is performed to authorise the content before its transfer; and 3. The transfers, both incoming and outgoing, that are effectively performed.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-01.01B,SIM-01,SIM,basic,,"Policies, procedures and technical safeguards are documented, communicated and provided in accordance with SP-01 to ensure a fast, effective and proper response to all known security incidents. The cloud service provider defines guidelines for the classification, prioritisation, escalation and root cause analysis of security incidents and creates interfaces to the incident management and business continuity management.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-01.02B,SIM-01,SIM,basic,,"The cloud service provider has set up a ‘Computer Security Incident Response Team’ (CSIRT), which contributes to the coordinated resolution of occurring security incidents.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-01.03B,SIM-01,SIM,basic,,Communication channels with the cloud service customers are identified and defined and customers affected by security incidents are informed in a timely and appropriate manner.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-01.04B,SIM-01,SIM,basic,,There are procedures as to how the data of a suspicious system can be collected in a conclusive manner in the event of a security incident.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-02.01B,SIM-02,SIM,basic,,"The cloud service provider has documented, approved and communicated one or more security incident response plans. The plans address all stages of incident response, including identification, containment, eradication, recovery, and lessons learned. They are approved by subject matter experts of the cloud service provider and communicated to all relevant stakeholders.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-02.02B,SIM-02,SIM,basic,,The plans are evaluated and updated at least annually or as necessary to reflect changes in the organisational structure or environment.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.01B,SIM-03,SIM,basic,,"Subject matter experts of the cloud service provider classify, prioritise and perform root-cause analyses for events that could constitute a security incident.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.02B,SIM-03,SIM,basic,,"The results of these root-cause analyses are documented, shared with relevant stakeholders, and used as part of evaluation and learning processes.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.03B,SIM-03,SIM,basic,,"If the cloud service provider determines that it requires external assistance for processing a security incident, it selects an incident response service based on their competence and trustworthiness or by following the recommendations of a national cybersecurity authority.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.04B,SIM-03,SIM,basic,,"A catalogue providing clear identification of information security incidents affecting cloud service customer data is maintained and used for the classification of information security incidents. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.05B,SIM-03,SIM,basic,,"The cloud service provider also uses the incident classification mechanism for the correlation of information security events, and assesses as well as classifies the correlated information security events according to their criticality.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.06B,SIM-03,SIM,basic,,"All documents and evidence that provide details on security incidents related to the cloud service are archived in a secure and tamper-proof manner, in line with criticality and regulatory requirements.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.07B,SIM-03,SIM,basic,,"The analysis process provides sufficient traceability to understand root causes and attack progression, appropriate to the risk and impact of the security incident.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.01AC,SIM-03,SIM,additional_complementing,,"The cloud service provider simulates the identification, analysis and defence of security incidents and attacks at least once a year through appropriate tests and exercises (e.g. Red Team training).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.02AC,SIM-03,SIM,additional_complementing,,"An integrated team of forensic/incident responder personnel, specifically qualified to preserve evidence and manage a chain of custody, is established or contracted for their services.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-03.03AC,SIM-03,SIM,additional_complementing,,The cloud service provider verifies the application of incident management policies and procedures by monitoring the information security incident handling processes. Timely and appropriate remediation measures address any deviations identified during monitoring.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-04.01B,SIM-04,SIM,basic,,"After a security incident has been processed, the solution is documented in accordance with the contractual agreements and the documentation is sent to the affected customers for final acknowledgement or, if applicable, as confirmation. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-04.02B,SIM-04,SIM,basic,,Information on security incidents or confirmed security breaches is made available to all affected customers.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-04.01AC,SIM-04,SIM,additional_complementing,,The customer can either actively approve solutions or the solution is automatically approved after a certain period.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-04.02AC,SIM-04,SIM,additional_complementing,,The contract between the cloud service provider and the cloud service customer regulates which data is made available to the cloud service customer for his own analysis in the event of security incidents.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-05.01B,SIM-05,SIM,basic,,"The cloud service provider informs personnel and external business partners of their obligations. If necessary, they agree to or are contractually obliged to timely report all security events that become known to them and are directly related to the cloud service provided by the cloud service provider to a previously designated central office of the cloud service provider.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-05.02B,SIM-05,SIM,basic,,The cloud service provider communicates that ‘false reports’ of events that do not subsequently turn out to be incidents do not have any negative consequences.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-05.03B,SIM-05,SIM,basic,,"The information security incident reporting mechanisms are communicated to personnel, cloud service customers and service organisations of the cloud service provider.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-06.01B,SIM-06,SIM,basic,,Mechanisms are in place to measure and monitor the type and scope of security incidents and to report them to supporting bodies.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-06.02B,SIM-06,SIM,basic,,"The cloud service provider defines, implements and maintains a knowledge repository containing: • Security incidents; • Measures taken for the solution of these security incidents; and • Information about the assets affected by these security incidents. This information is used to supplement the classification catalogue of incidents (cf. SIM-03).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-06.03B,SIM-06,SIM,basic,,"The information obtained from the security incident monitoring and the intelligence gathered in the knowledge repository is used to identify recurring security events or security incidents, or potential significant security incidents, to determine the need for advanced safeguards, and for implementing them.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
SIM-06.04B,SIM-06,SIM,basic,,The evaluation and learning process includes the results of root-cause analyses conducted in accordance with SIM-03.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-01.01B,BCM-01,BCM,basic,,The cloud service provider operates a business continuity and emergency management system in accordance with ISO 22301 and/or BSI 200-4.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-01.02B,BCM-01,BCM,basic,,"Policies and procedures for the cloud service’s business continuity management, including strategy and guidelines, business impact analyses, and business continuity plans, are documented, communicated, and made available in accordance with SP-01 regarding the following aspects: 1. Goals of the BCM; 2. Roles and responsibilities, management commitment; 3. Scoping of the BCM, identifying relevant business processes; 4. Interfaces, in particular to Incident Management; 5. Communication with relevant entities and competent authorities; 6. Methodology; 7. Consideration of Risk; 8. Business Impact Analysis (BIA); 9. Business Continuity Plan (BCP); 10. Resource Planning (usually part of the BCP); 11. Testing of Business Continuity Plans and regular updates to BCM documentation; and 12. Continuous improvement of the Business Continuity Management.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-01.03B,BCM-01,BCM,basic,,"The top management (or a member of the top management) of the cloud service provider is named as the process owner of business continuity and emergency management and is responsible for establishing the process within the company as well as ensuring compliance with the guidelines. They ensure that sufficient resources are made available for an effective process. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-01.04B,BCM-01,BCM,basic,,People in management and other relevant leadership positions demonstrate leadership and commitment to this issue by encouraging personnel to actively contribute to the effectiveness of continuity and emergency management.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-02.01B,BCM-02,BCM,basic,,"The cloud service provider performs a Business Impact Analysis (BIA). In this BIA, the cloud service provider analyses the impact of disrupting activities to its organisation with respect the development and operations of the cloud service in accordance with applicable policies and procedures with at least the following aspects: 1. Possible scenarios based on a risk assessment that includes cybersecurity risks; 2. Identification of critical products and services; 3. Identification of dependencies, including processes (including resources required), applications, business partners and third parties; 4. Capturing threats to critical products and services; 5. Identification of effects resulting from planned and unplanned outages, service degradations and changes over time; 6. Determination of the maximum tolerable period of downtime and service degregation; 7. Identification of restoration priorities; Basic Criteria, Additional Criteria, Supplementary Information 8. Determination of time targets for the resumption of critical products and services within the maximum acceptable time period (i.e. RTO); 9. Determination of time targets for the maximum reasonable period during which cloud service derived data, cloud service provider data, account data and, if its processing is contractually agreed upon, cloud service customer data can be lost and not recovered (i.e. RPO); and 10. Estimation of the resources needed for resumption.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-02.02B,BCM-02,BCM,basic,,"The business impact analysis adheres to the applicable policies and procedures and is reviewed at regular intervals, at least once a year, or after significant organisational or environment-related changes.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-03.01B,BCM-03,BCM,basic,,"Based on the results of the business impact analysis, business continuity plans are documented in a consistent manner, and in accordance with applicable policies and procedures. Business continuity plans take the following aspects into account: 1. Defined purpose and scope with consideration of the relevant dependencies; 2. Accessibility and comprehensibility of the plans for persons who are to act accordingly; 3. Ownership by at least one designated person responsible for review, updating and approval; 4. Defined communication channels, roles and responsibilities including notification of the customer; 5. Recovery procedures, manual interim solutions and reference information (taking into account prioritisation in the recovery of cloud hardware objects and services and alignment with customers); 6. Methods for putting the plans into effect; 7. Continuous process improvement; 8. Consistency over all locations, zones, regions and partitions; and Basic Criteria, Additional Criteria, Supplementary Information 9. Interfaces to Security Incident Management.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-03.02B,BCM-03,BCM,basic,,"The business continuity plans are reviewed at regular intervals, at least once a year, or after significant organisational or environment-related changes.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-04.01B,BCM-04,BCM,basic,,Business continuity plans are tested on a regular basis (at least annually) or after significant organisational or environmental changes. Tests involve affected cloud service customers and relevant third parties (e.g. service organisations).,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-04.02B,BCM-04,BCM,basic,,The tests are documented and results are taken into account to review the business continuity plans and for future business continuity measures.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-04.01AC,BCM-04,BCM,additional_complementing,,"In addition to the tests, exercises are also carried out which, among other things, have resulted in scenarios from security incidents that have already occurred in the past. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-04.02AC,BCM-04,BCM,additional_complementing,,The cloud service provider has procedures in place to ensure that cloud service customers are timely informed about planned activities related to business continuity tests and exercises that could affect the information security of the cloud service (e.g. regarding its availability). This information includes the scheduled time frame for the operations as well as a description of the work to be carried out.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-04.03AC,BCM-04,BCM,additional_complementing,,The cloud service provider provides cloud service customers an assessment of the potential impacts of those tests and excercises concerning the information security of the cloud service and with details for contacting the cloud service provider.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
BCM-04.04AC,BCM-04,BCM,additional_complementing,,"After a completed exercise, the existing alarm and notification plan is reviewed and (if needed) adapted.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-01.01B,COM-01,COM,basic,,"The legal, regulatory, self-imposed and contractual requirements relevant to the information security of the cloud service as well as the cloud service provider’s procedures for complying with these requirements are explicitly defined and documented.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-01.01AC,COM-01,COM,additional_complementing,,The cloud service provider provides an overview of the procedures described in the basic criterion upon request by the cloud service customer.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-02.01B,COM-02,COM,basic,,"The cloud service provider documents and implements an audit programme over multiple years that defines the scope and the frequency of the audits. The audit programme takes into consideration the management of change, policies, and the results of the risk assessment (cf. OIS-07).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-02.02B,COM-02,COM,basic,,"Risk-based policies and procedures for planning and conducting audits are documented, communicated and made available in accordance with SP-01 and address the following aspects in order to prevent adversal effects on the operation of the cloud service from the audit: 1. Restriction to read-only access to system components in accordance with the agreed audit plan and as necessary to perform the activities; 2. Activities that may result in outages, degradations of the cloud service or breaches of contractual requirements are performed during scheduled maintenance windows or outside peak periods; 3. Logging and monitoring of activities; 4. Review of server and network equipment configurations under the responsibility of the cloud service provider; 5. Intrusion testing for external access points; and 6. Source code reviews of internally developed security features.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-02.01AS,COM-02,COM,additional_sharpening,COM-02.01B,"The cloud service provider documents and implements an audit programme over three years that defines the scope and the frequency of the audits. The audit programme takes into consideration the management of change, policies, and the results of the risk assessment (cf. OIS-07).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-02.01AC,COM-02,COM,additional_complementing,,The cloud service provider grants its cloud service customers contractually agreed information and audit rights. These rights may be exercised individually or as part of group audits.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-03.01B,COM-03,COM,basic,,"Subject matter experts check the compliance of the information security management system at regular intervals, at least annually, with the relevant and applicable legal, regulatory, self-imposed or contractual requirements (cf. COM-01) through internal audits. This includes checks regarding: 1. Compliance with the policies and procedures (cf. SP-01) within their scope of responsibility (cf. OIS-01); and 2. Effectiveness of organisational and operational measures to manage the risks posed to the security of network and information systems (cf. OIS-07).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-03.02B,COM-03,COM,basic,,"Subject matter experts conducting internal audits are not in the line of authority of the personnel of the area under review. If the size of the cloud service provider does not allow such separation of line of authority, alternative measures to guarantee the impartiality of compliance checks are put in place.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-03.03B,COM-03,COM,basic,,"Identified vulnerabilities and deviations as well as non-conformities from the applicable legal, regulatory, self-imposed and contractual requirements relevant to the information security of the cloud service, are subjected to a risk assessment in accordance with the risk management procedure (cf. OIS-07). Follow-up measures are defined and tracked (cf. OPS-18).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-03.01AC,COM-03,COM,additional_complementing,,"Based on a risk assessment (cf. OIS-07) and technical feasibility, the cloud service provider decides to which extent internal audits are supplemented by procedures to automatically monitor applicable requirements of policies and procedures with regard to the following aspects: 1. Configuration of system components to provide the cloud service within the cloud service provider’s area of responsibility; 2. Performance and availability of these system components; Basic Criteria, Additional Criteria, Supplementary Information 3. Response time to incidents and security incidents; and 4. Recovery time (time to completion of error handling).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-03.02AC,COM-03,COM,additional_complementing,,Identified vulnerabilities and deviations are automatically reported to the appropriate cloud service provider’s subject matter experts for immediate assessment and action.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
COM-03.03AC,COM-03,COM,additional_complementing,,The cloud service provider provides interfaces to cloud service customers so that they can check compliance with selected contractual agreements in real time.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
